"project","relative_path","file_type","size_bytes","sha256","status","proposed_action","risk"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/js/tutors-carousel.js","js","4918","CDC42A89D3E1B775CB2E3978A1C268C2BD3CA25688B8325CEA3FFBFC4F374D05","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/admin.css","css","20126","5515FA559C6C4B3F9C30440AF9A25E010E0789F319D4B5084AA0847442D1583D","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/components.css","css","36207","CFB810127629D9FEE403EBF0435FCB43171DCA5A53ED066A618A75F1CCBB91B9","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/content.css","css","22274","AF0F847E92C7CA31120C7DC53104DFCD0C4C530690BFC8346BD10926C0078B9E","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/floating.css","css","19125","3043365CF95A80F135DF91AE55F19FBB70E295516C12DA0BDC6E8F94975C49DF","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/pages.css","css","23848","EDCED5BCDE26EEE0D38D26FD207A560A8D41799C9B9803DB8ABB4262E8E4E1BF","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/css/tokens.css","css","6838","5463B59F05474CE508D56BCF5F7312F53512A147591262F39202CD7CA5986F8D","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/img/logo-200.png","image","43579","6F3F41D43C7536E5555543191E55F3CB3412EAD73111C269D56496535D49FE19","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/img/logo-dark.png","image","1832613","51007C08A8D9C884683B0F53330C82E9E60F07F9053F2B34F8A72DE229E4AF9F","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/img/logo.png","image","185819","22CA2B5A623FBDD2B3DBA5BDB1E15D123EE5C75348F1AA782D0E7D57E83F80B6","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/admin-dash.js","js","2870","4F9515195470591A0798FE5FED8A77DA31CB6164A20CA9992E54D8D627E23CE6","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/chat.js","js","12310","FD84F5E61983D94395E54AB7CEF2045F97A91708F1592E5BC5318E8430453804","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/chrome.js","js","16887","30EAAECC40D2C26190B3DF6130DB31F4752163558FECEAD880B879DB4A16D901","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/dashboard.js","js","2155","D4FBF1B069F57A1642BFF99B4464BCCC3A79E3036C134A70101771F148CCAA31","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/data.js","js","7494","3AAA811B3D15F7283F232CDE1250C2AB7299B8BFAB0F18E83FFCA0D5D18CDEC3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/export.js","js","4204","92ADC1D2DB5871CFAB5DD5D545EBFAE99954C00920AA05EC5AABD8CF309F3DD0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/floating.js","js","13842","A977B9CCD4C35AEC02CAD4B72B2A25298533A1BE7F0D25CECFF75070D4E3FE13","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/home.js","js","15127","7522C74AA1EEBCA9BBD3185AD8D38566D0E6AD2AE783B7E472ABBC2D24B9DCF3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/onboarding.js","js","10109","334D5EDDEA7D0ADA3FB7CB0FE2D324A47E28C5E97EC7AA3F30461E47147F13EE","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/preloader.js","js","11002","F5FD2033C1E0B877E5BFCDAA43686A6FC7E0348868255DF3B7A85004F73ABDC3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/pricing.js","js","4105","71ED9A0043207BF4518D097F655E1D407827D4EA887293595B7DAA3D88CF4B4E","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/profile.js","js","6768","1747984A9D48EC64C3E0A1ED9E0C249F7A027694278CB54566542CD39EAB23C6","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/reports.js","js","8581","347DFAE2DF75841D562C492FF05FB675F2A7DD0CA6FB63D47B5224B974FFF263","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/setup.js","js","2383","371A3444EBC39A5DF8B6E17A6C186BEF718BB672CEC4A77F1779E48EADF2A670","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/static.js","js","5135","A1A5D1CDA37519F2D75F9E275E51EE417B895C9539EDD94087BE8017CDE0F768","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/tutor-dash.js","js","2874","DBEB03ED45478C265ECA53F423342E8FC7D54B2F895C818B6BA2B582D0804BB4","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/ngt/js/tutors.js","js","6801","911EBFF763202C21FA7BB4934588CB8ED5F43A0351F849539E9DA3BF364864E1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/videos/about-learning.mp4","other","4855396","59E2568ACD74E9B833972059C88662E29EA470584CD8249409DB8CD1657F90FB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/videos/become-tutor-classroom.mp4","other","2873541","27543EC0B41B10163E15EC1818F4B35B134B5C808A207A478EB369034D832A9C","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/videos/find-tutor-session.mp4","other","5499250","90E7B561CA9292F6B4493D9E39806A88B239EC131A3FBBD89173465AA869B1A7","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/videos/hero-mother-daughter-online.mp4","other","3782709","D037E158496F1123B69763D70B846824CD4ECADF46677159DD7ACA43B3BD9304","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/assets/videos/story-online-class.mp4","other","4643176","5844E2C12CB7C4A0321748787AEBC38A97436C180439182927068E594E9F71C7","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/build-src/copy-to-theme.mjs","js","994","AA86B1C044FB622CE7BF2FC241790334F92C4AD22FC86B4ADE9FBC7BEAEE81F0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/build-src/package.json","json","962","8BA19DC666713C319D9A715C1EC4471EA9ED63882639ED273D2BA987E64ECD4F","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/build-src/vite.config.ts","ts","1046","DF76B3C960AAA5F04F818A543198F2F6788E92AF361459B79895DA8C7ED23C25","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/become-a-tutor.md","markdown","936","C6164DC9066C2F58EF19997361E3ED96C601FE06AE2B3486283369E5F2D2AD97","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/contact.md","markdown","580","C8FF1165A0B6020D40A1CDAE8CB84CC10C3CF91B5D5A7BE3AFC0638ED304D6E9","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/find-a-tutor.md","markdown","861","EA33D4514C6011F110B047E2D0140453E0F973F51F71117B3A5B268A85D696D2","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/login.md","markdown","200","07475BA36ABF00317A2E6B71FD12E725EE695C13536B80B22DFE2583A39F2F4E","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/nextgen-workflow-pack.json","json","10606","39074E280B847BA1ADE4C887034CCD7B9CF8A43EE0B835E8471456E96B83A7E1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/page-map.json","json","2113","C7ECF7E22D71966067AAB6F8A64AC916B8B52B798E61A7AA62DAA3DC4F2C3209","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/content/register.md","markdown","498","9CBE7A22C4A3D5B495E15F69B8B03905ED9DC44BCCA88235F456D02DF83E8428","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/APPENDIX-A-RBAC-MATRIX.md","markdown","4014","9FFDE4B8A131E8D7A5704FEDF5DEC99E15AFC095D4F88CD641D8D8F3346E26E3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/APPENDIX-B-TRIGGER-MATRIX.md","markdown","5825","39D74787C2D12867F9E39D020D7BE30CD6A417D6A311E9711587C09BDC5E82FD","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/APPENDIX-C-COMPANION-BOUNDARY.md","markdown","6517","02B543E821086BB235778AB552B8C8C69374A7AA3ABE6662560FBDF4F1F9C2B3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/generate-diagrams.py","other","19941","92FBAAA4A64A6EA87E168FA98FCDCED5BFA52809D0B1883DE9296EDEDEB72971","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/README.md","markdown","503","08100E20519AC2FDFD0EB02D84A876E1AF12EE3E11556FBE0403AFB4EB267757","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-admin.svg","svg","4138","04D38D85589BC3511FA9A3DA6398CAC93DB0BA20CBC1E2924062463D487E6AEB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-approved-tutor.svg","svg","4152","195094A9E29CACCC70D15A95763A8F6312A5C368FA2F5424F5B9FF8030F3D857","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-parent.svg","svg","6734","652C12732AF8FD4AB1F71EA23980796C31637A7B13E673333672943F2244C29A","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-student.svg","svg","4150","F6D86D821BC82076C8E7BB190CCEFF776FF3121DDA9EBFF4BC3326A81854612D","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-tutor-applicant.svg","svg","4814","3564C14A2756F6782BC36E5EF1DB978054018734402B90D67CA706C445B0F9A3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/journeys/journey-visitor.svg","svg","3505","B6118E3E925F5E71419DA7384E539891BEED9D719B1532A4094E5D4A33CB86D5","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-booking_confirmed.svg","svg","1260","0365EC88DA67B3FF8E715B88064BA756EBB43AD068AD4DB258BBDD85A0666090","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-booking_created.svg","svg","2725","123DC732C4A3E3C43537A631DAF60C52E8776CDBF32A5E735CBF3536DBB4EFBD","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-daily_health_check.svg","svg","2731","6CC626B0C852D6E883FA4676A582FBE83282EF87A9DC26DA59AB2507C40ABE4F","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-invoice_generated.svg","svg","1260","CFC0C5B17F2AC558CCAD529EB88F78CF28BC9BCD9E64A61D72BCB5942874DF0B","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-lesson_completed.svg","svg","2724","C41CE8E6DF3D7E5E77A23F7F8527BA3DE61E989BEE80BA03DA24045302949A05","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-lesson_started.svg","svg","1254","33AE10E789F14DFD3DE5C8552CABD9FA9463D4ACD3D86BBBAB0DC8EBF098AF63","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-match_accepted.svg","svg","1254","BCCF776C9DB925C91D51509AF3DFA22EC0EACCED44106A28FBE25F3CE68018BA","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-match_requested.svg","svg","2730","71692B9B0B8AA1C6AFB6E01380517A2DBF92BD7878DDFB228D33622D8450D034","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-matrix-catalog.svg","svg","17409","EBE9171CEB29B5FA614824112D8134DFAA7380372AA159CA6DD908B24391FE7C","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-parent_created.svg","svg","2738","22C82DC9E52D7F5845CC43C09649FC4AA78677E0E4A779D527A5D75B9AD5CC66","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-payment_failed.svg","svg","1254","D02B3CACA9D40EEEE7EBDED97DEE8E1196EFD850E69BF4B4C74358C7D3FC7F72","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-payment_received.svg","svg","2735","00D1B9D740C05EE3C1936CF109D1B761D9E1A063DB192087455AE9B4C7FF07E1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-payout_generated.svg","svg","1258","542373D76C7A2CF1941E8909C307ADA3E0D45D8B5860491A24CAAAD46EE642E9","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-review_submitted.svg","svg","1258","F85370EC48E73EBC896A9A73EB5C5AA5983CB7EFDFAD82E7E1B02E2F80BFF0E9","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-student_created.svg","svg","2742","B14B0D1CE507C6AF3AE8DC5B2F3F9D382517B06D3B08E1BAB41A8C8617895BFB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-support_created.svg","svg","2732","9C9157533C385668F5B5833A99F2478A3A70AA293C2EA4CCB80477692BF4FFFB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-tutor_approved.svg","svg","2723","509E6F939000B4630218CAB645283E7E91335339D77ADD1CB0F0F9DD3FA002A0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-tutor_rejected.svg","svg","1254","C9AB290D3E5449B233622F8980220FC9CDF6F214E5DA0705279C9A60272213A0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-tutor_submitted.svg","svg","2739","6350E03192829B09C325C54A9D67E39A4E011DEB06EDC593335EE8D54A7370A1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/triggers/trigger-user_registered.svg","svg","2727","18B9F1497FE7F4EE45D038EBA2513491FE4F63E31CC6AF67AC3495CD868FE87C","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-01-parent-registration.svg","svg","5345","31E6B7E8F86B61466DEB13072C43F9E4EE70FC1EC1BD4D8BD1CDC1F0F795BE22","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-02-student-registration.svg","svg","5256","B92AEF8709C8CF8196925B9CBF0E3C293362A960086D5624C144C2259C0A2C30","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-03-tutor-registration.svg","svg","5271","362154A9C0B0705C16E2BE50C573315A85CA29CAA236FF677C554F6760132EB4","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-04-tutor-approval.svg","svg","5501","B1163EE0E43F5DA9E3184A0E3BAB8BE946B7A8D83BBDFEF0B9B5F2DA8E2D8677","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-05-tutor-rejection.svg","svg","4147","E2E0CC7F03460DEDCABF933661128712249E8B9082EAB7B795A0C7E80591B1D9","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-06-tutor-resubmission.svg","svg","4147","9FFAE75BDD09B81CCF4B992BD122A782879CEC12055817AD3D6A864021ED1EF0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-07-tutor-matching.svg","svg","4871","ED484DB96C5AB6A886488C263CD7CE83914C8C725198E1FF234D46F3EAC9F225","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-08-manual-matching.svg","svg","4074","E2E09DE8688704C1A16F75335415AC839287BB61968141967725BA346336AE47","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-09-automated-matching.svg","svg","4322","6D818D6F201809E2468302195EF6C270FDEE36F65FD09215F7C67D76A6E036EE","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-10-booking.svg","svg","3712","60BD4BD120CC7369E94D6C7A6E7A01094B7E5E491D69EE5D6D50A3A2F994A681","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-11-payment.svg","svg","3337","1271F563EC7F05FBB6FFD2ECB065EE935DD116C94FF3C18FB6142CAF6F45A29E","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-12-invoice.svg","svg","4137","4569252307D350C88BB9A3E18B023E608098EC5568FD2065A6F9FD631E7D0A43","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-13-refund.svg","svg","4132","459DAABFC6DF37A61EDE8E584F5D3B97F5FE2874355C84BCD07F29F02E0B2E9B","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-14-cancellation.svg","svg","4168","3521312D2DFB793CC910DEF9584B6E452E63C91B4219462D030677D676570046","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-15-session-completion.svg","svg","3705","E980075E2150BA7C7B47832108F3CBF820ECA0B93FE42D2DB08DE0446C9C4EFB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-16-tutor-payout.svg","svg","4561","4798CF5479513C7772AADCA94773F3B5C950E3F2C68354946B92F2F6A95414DD","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-17-parent-review.svg","svg","3286","72C7D8C19F3FD54DAD883B4B1364852F046B5D03F2775FE05A8C56E1BDD84A1B","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-18-tutor-rating.svg","svg","3287","61842495497015A656DD497472F041EF82D73335D1DABE9A8FCF1458D3DDA8B0","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-19-support.svg","svg","4835","52C33105AA2C9155628C17B31E03855F65116836B1067B13F249999CB3B1A034","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-20-escalation.svg","svg","4105","B937083E6B1C21B2173E529B624219353F6F77DF882E7CE404B82147E1644460","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-21-crm.svg","svg","3283","6BB3FAB7126961E1F48DC59A75CCDB08B319476FD60408C4CE7FB02297BB8879","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-22-email.svg","svg","3285","4A69FD2780C1091839463AA3C685E9CB259D9C0FEE48344C98368E0EBCB00A01","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-23-whatsapp.svg","svg","4068","CC88266FAFEC59CDB86D82BF5983C0606FDCA07F8C92202F78B398C9FB005CA3","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-24-notification.svg","svg","4088","1C2F0F514969BC8DAE1580291AE2226D393CEEACEA88CF2BFA2F9245DA9EFBED","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/diagrams/workflows/WF-25-dashboard.svg","svg","4834","1414F06460C4035F4AFED25FE1F0AFC47B68FAABD2A0C0E73932DD2F6C4DDD17","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/README.md","markdown","3941","57088792924BC3FF45FB82611BE2C547ABD7F5C20A72B7D72875F2FA7D9C5C10","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-01-parent-registration.md","markdown","965","F8475DD8FBADB4CFA255562826A1542EDE86DB2AF0894BC5C8C9290698699E5D","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-02-student-registration.md","markdown","876","BEBC9070D5D5A1CC128B6BBA45BBB08C2988B853D436921A84234A9BF4BD9CB1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-03-tutor-registration.md","markdown","815","5474705591977C92CA3F209D0F8F3E362C226A9B6523EB04FAB61A8F8AA6BEE1","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-04-tutor-approval.md","markdown","1385","E63BE3876E0435AE6BA0512360F30E428E8F3768CC2F6E9D44FBF3E9AF6117EB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-05-tutor-rejection.md","markdown","613","5694141AF99F6D8B8A2690AFE93A107FE097335607CECD682672C3E0A8715955","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-06-tutor-resubmission.md","markdown","617","A75F98AF778F5C11FEF806A1B0AE6B33C6740915EF6B81F29C5BB566A8B624CA","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-07-tutor-matching.md","markdown","789","C5039C3B2589E53674F5D8BACAD5C8890DF61739FD57431E935B1BCD25C9E9BB","REDUNDANT","Quarantine-candidate","low"
"to-discard-mirror","to-discard/NextGenTutors-BeyondInfinity/docs/enterprise-blueprint/workflows/WF-08-manual-matching.md","markdown","714","A9974365130BD2F92A9C41460D929F0B954C0BDA96569467D8841D886F1C0E16","REDUNDANT","Quarantine-candidate","low"
