"relative_path","name","extension","bytes","sha256","under_extracted"
"_extracted/nextgen-tutors-plugin/nextgen-tutors.php","nextgen-tutors.php",".php","1405","08AFADB1678198D5EAF1DA25BB0627C09348FD96AD0E4EC7A818071BCE809EFC","True"
"_extracted/nextgen-tutors-plugin/README.md","README.md",".md","1334","A2244D5AB267834950EE9AC8A2F3FEBCF4DF42B915F1315D9A972CF95B2D1F0C","True"
"_extracted/nextgen-tutors-plugin/tutorial.md","tutorial.md",".md","2110","8EE6CF39D27B25BCFBE0E046F1435A2BAF7E67E7280EA68AB88647127BED7CA5","True"
"_extracted/nextgen-tutors-plugin/admin/admin.css","admin.css",".css","2483","FC7ADEC87A73396ED9B49344660CE4EEC852BA932BA92C7494C44340329AD9CD","True"
"_extracted/nextgen-tutors-plugin/admin/admin.js","admin.js",".js","17970","3EB4D9E19CA7A4DAB09362BCE372A6EBE06454CC16D5A9D9B61F2B5127E45FBF","True"
"_extracted/nextgen-tutors-plugin/admin/mission-control.php","mission-control.php",".php","2718","3112E29F875DAC32C0D20886D1F07268E30BD1B1CFBB05B783112544BFCF8789","True"
"_extracted/nextgen-tutors-plugin/includes/activation.php","activation.php",".php","3784","B3DA947C22CCC8DF70CD9D5B65C3E4EDCF8EE0A16F348AE6C2463DD1F14821C2","True"
"_extracted/nextgen-tutors-plugin/includes/analytics.php","analytics.php",".php","2396","72DC496887E184C2A1292A9FD4FA7E587E1137E123773539540FE80089014313","True"
"_extracted/nextgen-tutors-plugin/includes/payout.php","payout.php",".php","2919","5085D3B0A02744C124DE863946A43D9CF21E398B7818AE699746C3C3EEDE4F4D","True"
"_extracted/nextgen-tutors-plugin/includes/rest-api.php","rest-api.php",".php","17855","DFB93F6FA21A8B5154C108DEB19848F6671CEF67A03BB1FD0BE9A8DBE25AF9D5","True"
"_extracted/nextgen-tutors-plugin/includes/sse.php","sse.php",".php","1980","03026C1D4E0BA53804F7BF6035515DDCFCDF2CFB31D61601ACCC6B3567452B57","True"
"_extracted/nextgen-tutors-plugin/includes/triggers.php","triggers.php",".php","2216","2C8E3184AFCBC69DFEC358C389A92B55EB8CAEA6D2F624B8DFC952FECB5322AD","True"
"_extracted/nextgen-tutors-plugin/includes/workflows.php","workflows.php",".php","4073","31EEC8E9E67C0331554EC82C0DCE9B888BA39F2F102257F45DD7D38275715C5D","True"
